Quantity,UnitPrice,ItemsInCart,TotalPrice,OrderMonth,OrderDayOfWeek,OrderYear,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,CouponCode_NoCoupon,CouponCode_SAVE10,CouponCode_WINTER15,RevenuePerItem,CartConversionRatio,IsHighValueOrder,IsWeekendOrder
4,430.83,8,1723.32,6,5,2025,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,430.83,0.5,1,1
5,431.69,10,2158.45,8,5,2023,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,431.68999999999994,0.5,1,1
4,512.06,5,2048.24,4,3,2024,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,512.06,0.8,1,0
3,539.91,8,1619.73,11,6,2024,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,539.91,0.375,1,1
5,316.07,10,1580.35,3,5,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,316.07,0.5,1,1
5,404.39,10,2021.95,8,5,2024,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,404.39,0.5,1,1
1,600.54,4,600.54,3,2,2025,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,600.54,0.25,0,0
5,186.28,8,931.4,4,3,2024,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,186.28,0.625,1,0
4,214.54,7,858.16,4,3,2024,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,214.54,0.5714285714285714,1,0
1,210.7,2,210.7,2,6,2025,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,210.7,0.5,0,1
2,133.55,7,267.1,12,3,2023,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,133.55,0.2857142857142857,0,0
1,590.87,6,590.87,2,2,2023,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,590.87,0.16666666666666666,0,0
2,363.91,2,727.82,3,5,2025,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,363.91,1,0,1
5,429.45,5,2147.25,7,2,2023,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,429.45,1,1,0
3,223.7,3,671.0999999999999,8,5,2024,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,223.69999999999996,1,0,1
2,488.87,4,977.74,3,5,2025,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,488.87,0.5,1,1
1,645.46,5,645.46,8,4,2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,645.46,0.2,0,0
1,46.66,6,46.66,7,4,2023,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,46.66,0.16666666666666666,0,0
1,249.57,3,249.57,6,5,2024,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,249.57,0.3333333333333333,0,1
3,619.21,6,1857.63,4,0,2024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,619.21,0.5,1,0
4,217.13,8,868.52,1,4,2025,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,217.13,0.5,1,0
5,221.51,5,1107.55,8,6,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,221.51,1,1,1
4,340.3,8,1361.2,6,1,2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,340.3,0.5,1,0
1,625,5,625,1,3,2025,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,625,0.2,0,0
5,433.26,9,2166.3,6,5,2025,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,433.26000000000005,0.5555555555555556,1,1
2,674.9,4,1349.8,6,6,2023,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,674.9,0.5,1,1
3,253.98,3,761.9399999999999,2,3,2025,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.98,1,0,0
3,356.84,5,1070.52,1,1,2025,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,356.84,0.6,1,0
4,413.71,9,1654.84,9,1,2023,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,413.71,0.4444444444444444,1,0
3,147.39,3,442.17,3,5,2023,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,147.39000000000001,1,0,1
4,229.1,8,916.4,4,1,2024,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,229.1,0.5,1,0
1,121.96,3,121.96,3,1,2025,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,121.96,0.3333333333333333,0,0
2,408.32,3,816.64,10,1,2024,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,408.32,0.6666666666666666,0,0
5,187.97,9,939.85,8,1,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,187.97,0.5555555555555556,1,0
3,358.48,7,1075.44,12,3,2024,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,358.48,0.42857142857142855,1,0
3,193.58,7,580.74,1,4,2025,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,193.58,0.42857142857142855,0,0
1,265.38,6,265.38,6,1,2023,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,265.38,0.16666666666666666,0,0
1,634.4,6,634.4,4,3,2023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,634.4,0.16666666666666666,0,0
4,305.72,5,1222.88,8,2,2024,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,305.72,0.8,1,0
1,303.6,5,303.6,8,3,2023,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,303.6,0.2,0,0
4,496,8,1984,4,1,2025,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,496,0.5,1,0
4,321.51,9,1286.04,5,0,2024,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,321.51,0.4444444444444444,1,0
3,112.46,6,337.38,4,4,2023,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,112.46,0.5,0,0
5,61.97,6,309.85,5,4,2025,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,61.970000000000006,0.8333333333333334,0,0
2,373.17,6,746.34,7,1,2023,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,373.17,0.3333333333333333,0,0
5,639.37,6,3196.85,2,4,2024,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,639.37,0.8333333333333334,1,0
4,693.36,8,2773.44,5,3,2023,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,693.36,0.5,1,0
4,692.91,9,2771.64,9,2,2024,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,692.91,0.4444444444444444,1,0
4,91.46,9,365.84,9,5,2023,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,91.46,0.4444444444444444,0,1
3,273.96,8,821.8799999999999,3,2,2024,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,273.96,0.375,0,0
3,588.05,8,1764.15,6,4,2025,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,588.0500000000001,0.375,1,0
2,365.17,4,730.34,11,3,2023,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,365.17,0.5,0,0
4,385.92,8,1543.68,5,2,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,385.92,0.5,1,0
1,562.61,3,562.61,3,4,2025,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,562.61,0.3333333333333333,0,0
4,61.91,6,247.64,12,5,2023,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,61.91,0.6666666666666666,0,1
4,41.9,9,167.6,11,6,2023,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,41.9,0.4444444444444444,0,1
4,444.44,8,1777.76,5,4,2023,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,444.44,0.5,1,0
3,311.33,3,933.99,8,5,2024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,311.33,1,1,1
4,236.41,7,945.64,11,1,2024,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,236.41,0.5714285714285714,1,0
1,65.45,2,65.45,2,0,2023,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,65.45,0.5,0,0
1,318.81,3,318.81,1,6,2023,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,318.81,0.3333333333333333,0,1
3,583.72,5,1751.16,3,3,2024,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,583.72,0.6,1,0
4,384.32,6,1537.28,12,4,2024,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,384.32,0.6666666666666666,1,0
3,538.74,6,1616.22,12,2,2024,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,538.74,0.5,1,0
1,17.24,2,17.24,7,2,2023,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,17.24,0.5,0,0
5,615.67,6,3078.35,5,1,2023,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,615.67,0.8333333333333334,1,0
2,219.1,4,438.2,5,1,2023,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,219.1,0.5,0,0
2,144.66,7,289.32,5,4,2025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,144.66,0.2857142857142857,0,0
2,317.77,4,635.54,2,3,2023,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,317.77,0.5,0,0
1,223.3,1,223.3,4,6,2025,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,223.3,1,0,1
2,342.11,2,684.22,8,4,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,342.11,1,0,0
2,220.9,4,441.8,7,3,2023,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,220.9,0.5,0,0
1,670.54,6,670.54,7,6,2023,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,670.54,0.16666666666666666,0,1
1,546.19,5,546.19,2,2,2024,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,546.19,0.2,0,0
3,42.95,8,128.85,4,2,2023,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,42.949999999999996,0.375,0,0
4,14.69,9,58.76,5,3,2025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.69,0.4444444444444444,0,0
4,668.36,5,2673.44,9,4,2024,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,668.36,0.8,1,0
4,413.74,7,1654.96,3,5,2024,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,413.74,0.5714285714285714,1,1
3,263.19,5,789.5699999999999,12,1,2023,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,263.19,0.6,0,0
1,263.96,2,263.96,5,0,2024,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,263.96,0.5,0,0
5,75.81,10,379.05,6,0,2025,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,75.81,0.5,0,0
1,406.22,5,406.22,4,1,2024,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,406.22,0.2,0,0
2,103.41,2,206.82,2,0,2024,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,103.41,1,0,0
4,435.12,9,1740.48,6,6,2023,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,435.12,0.4444444444444444,1,1
2,407.79,3,815.58,5,2,2023,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,407.79,0.6666666666666666,0,0
5,173.65,9,868.25,5,2,2025,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,173.65,0.5555555555555556,1,0
4,249.07,5,996.28,1,1,2023,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,249.07,0.8,1,0
4,434.85,4,1739.4,3,5,2023,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,434.85,1,1,1
1,436.77,5,436.77,8,5,2024,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,436.77,0.2,0,1
1,572.13,4,572.13,12,4,2023,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,572.13,0.25,0,0
4,583.07,6,2332.28,6,5,2024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,583.07,0.6666666666666666,1,1
5,468.51,9,2342.55,4,3,2025,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,468.51000000000005,0.5555555555555556,1,0
2,423.88,7,847.76,8,4,2023,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,423.88,0.2857142857142857,1,0
4,663.67,7,2654.68,11,5,2023,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,663.67,0.5714285714285714,1,1
4,309.91,5,1239.64,6,6,2023,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,309.91,0.8,1,1
1,542.07,6,542.07,3,1,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,542.07,0.16666666666666666,0,0
2,399.32,6,798.64,9,1,2023,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,399.32,0.3333333333333333,0,0
2,238.25,7,476.5,10,6,2024,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,238.25,0.2857142857142857,0,1
2,182.4,5,364.8,2,5,2023,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,182.4,0.4,0,1
2,65.07,4,130.14,11,5,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,65.07,0.5,0,1
2,600.57,3,1201.14,3,5,2025,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,600.57,0.6666666666666666,1,1
5,90.92,9,454.6,9,0,2024,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,90.92,0.5555555555555556,0,0
5,362.46,6,1812.3,11,0,2024,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,362.46,0.8333333333333334,1,0
3,55.01,7,165.03,10,4,2023,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,55.01,0.42857142857142855,0,0
3,404.62,6,1213.86,3,0,2023,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,404.61999999999995,0.5,1,0
4,654.79,9,2619.16,7,3,2023,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,654.79,0.4444444444444444,1,0
4,637.79,9,2551.16,4,1,2025,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,637.79,0.4444444444444444,1,0
4,540.33,6,2161.32,2,4,2025,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,540.33,0.6666666666666666,1,0
5,208.17,6,1040.85,2,3,2023,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,208.17,0.8333333333333334,1,0
1,338.31,3,338.31,6,1,2025,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,338.31,0.3333333333333333,0,0
3,139.45,8,418.35,4,0,2025,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,139.45000000000002,0.375,0,0
4,655.18,5,2620.72,11,4,2023,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,655.18,0.8,1,0
4,512.75,8,2051,3,6,2023,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,512.75,0.5,1,1
4,160.49,8,641.96,7,2,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,160.49,0.5,0,0
3,99.9,8,299.7,5,4,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,99.89999999999999,0.375,0,0
2,345.01,6,690.02,5,6,2024,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,345.01,0.3333333333333333,0,1
1,65.95,5,65.95,1,2,2025,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,65.95,0.2,0,0
4,463.04,9,1852.16,2,3,2023,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,463.04,0.4444444444444444,1,0
2,297.71,7,595.42,4,1,2025,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,297.71,0.2857142857142857,0,0
5,107.48,9,537.4,1,2,2023,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107.47999999999999,0.5555555555555556,0,0
5,638.8,10,3194,6,2,2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,638.8,0.5,1,0
2,493.88,7,987.76,2,2,2023,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,493.88,0.2857142857142857,1,0
4,301.17,6,1204.68,12,1,2023,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,301.17,0.6666666666666666,1,0
1,278.66,2,278.66,1,5,2024,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,278.66,0.5,0,1
1,287.46,3,287.46,9,0,2024,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,287.46,0.3333333333333333,0,0
1,583.99,2,583.99,5,3,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,583.99,0.5,0,0
3,468.74,4,1406.22,5,1,2023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,468.74,0.75,1,0
1,30.54,1,30.54,12,5,2024,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,30.54,1,0,1
5,408.73,10,2043.65,10,4,2024,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,408.73,0.5,1,0
4,126.89,9,507.56,11,5,2023,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,126.89,0.4444444444444444,0,1
2,57.07,3,114.14,6,4,2024,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,57.07,0.6666666666666666,0,0
3,557.41,4,1672.23,7,5,2023,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,557.41,0.75,1,1
3,448.9,7,1346.7,12,0,2023,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,448.90000000000003,0.42857142857142855,1,0
4,549.76,4,2199.04,10,1,2023,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,549.76,1,1,0
3,132.48,4,397.4399999999999,2,5,2024,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,132.47999999999996,0.75,0,1
5,489.37,8,2446.85,5,5,2025,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,489.37,0.625,1,1
5,66.31,7,331.55,5,5,2025,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,66.31,0.7142857142857143,0,1
2,434.3,7,868.6,7,6,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,434.3,0.2857142857142857,1,1
4,153.09,4,612.36,10,2,2023,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,153.09,1,0,0
5,91.67,9,458.35,5,0,2025,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91.67,0.5555555555555556,0,0
4,275.28,9,1101.12,10,0,2023,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,275.28,0.4444444444444444,1,0
2,139.95,5,279.9,4,0,2023,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,139.95,0.4,0,0
3,148.72,7,446.16,7,5,2024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,148.72,0.42857142857142855,0,1
2,563.06,6,1126.12,12,5,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,563.06,0.3333333333333333,1,1
1,625.51,1,625.51,12,3,2024,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,625.51,1,0,0
4,152.29,6,609.16,8,2,2023,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,152.29,0.6666666666666666,0,0
5,231.82,6,1159.1,6,4,2024,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,231.82,0.8333333333333334,1,0
1,150.17,1,150.17,1,6,2025,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,150.17,1,0,1
3,70.93,5,212.79,6,3,2024,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,70.92999999999999,0.6,0,0
3,361.39,8,1084.17,6,3,2023,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,361.39000000000004,0.375,1,0
5,670.48,5,3330.4075,7,0,2024,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,666.0815,1,1,0
1,359.99,5,359.99,7,1,2023,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,359.99,0.2,0,0
5,674.04,7,3330.4075,2,1,2023,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,666.0815,0.7142857142857143,1,0
4,283.16,6,1132.64,12,2,2024,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,283.16,0.6666666666666666,1,0
5,260.53,5,1302.65,6,6,2024,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,260.53000000000003,1,1,1
3,422.13,7,1266.39,4,5,2023,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,422.13000000000005,0.42857142857142855,1,1
5,125.02,9,625.1,7,2,2024,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,125.02000000000001,0.5555555555555556,0,0
1,198.51,5,198.51,4,1,2024,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,198.51,0.2,0,0
4,224.75,7,899,3,1,2024,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,224.75,0.5714285714285714,1,0
3,205.86,4,617.58,3,0,2025,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,205.86,0.75,0,0
1,18.2,4,18.2,12,4,2023,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,18.2,0.25,0,0
3,502.77,8,1508.31,5,0,2023,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,502.77,0.375,1,0
5,305.49,10,1527.45,11,2,2023,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,305.49,0.5,1,0
2,236.33,3,472.66,4,2,2024,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,236.33,0.6666666666666666,0,0
5,521.25,8,2606.25,4,6,2023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,521.25,0.625,1,1
1,167.15,5,167.15,9,0,2024,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,167.15,0.2,0,0
5,466.42,5,2332.1,6,1,2025,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,466.41999999999996,1,1,0
1,527.57,3,527.57,2,6,2023,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,527.57,0.3333333333333333,0,1
3,623.34,3,1870.02,3,3,2025,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,623.34,1,1,0
5,501.26,10,2506.3,12,3,2023,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,501.26000000000005,0.5,1,0
1,655.09,6,655.09,12,4,2024,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,655.09,0.16666666666666666,0,0
4,264.79,5,1059.16,2,5,2024,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,264.79,0.8,1,1
3,359.73,7,1079.19,3,2,2024,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,359.73,0.42857142857142855,1,0
1,465.33,2,465.33,11,3,2023,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,465.33,0.5,0,0
2,54.41,6,108.82,6,5,2023,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,54.41,0.3333333333333333,0,1
1,64.66,4,64.66,2,5,2025,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,64.66,0.25,0,1
5,173.96,8,869.8000000000001,8,3,2023,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,173.96,0.625,1,0
1,630.82,5,630.82,3,4,2025,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,630.82,0.2,0,0
1,693.41,4,693.41,7,1,2023,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,693.41,0.25,0,0
3,433.33,4,1299.99,6,1,2025,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,433.33,0.75,1,0
